Year,Title,Length,Score,Sales,Genre1,Genre2,Genre3,Genre4,Genre5,Genre6,Genre7
2013,2 Guns,6,66,131,Action,Comedy,Crime,0,0,0,0
2013,We're the Millers,17,68,269,Comedy,Crime,0,0,0,0,0
2013,Percy Jackson: Sea of Monsters,30,59,174,Adventure,Family,Fantasy,0,0,0,0
2013,Elysium,7,64,286,Science Fiction,Action,Drama,Thriller,0,0,0
2013,Heli,4,62,0,Crime,Drama,0,0,0,0,0
2013,The Amazing Catfish,19,57,0,Comedy,Drama,0,0,0,0,0
2013,The Last Days on Mars,21,52,0,Science Fiction,Thriller,Horror,0,0,0,0
2013,The Butler,10,72,115,Drama,0,0,0,0,0,0
2013,About Time,10,78,87,Comedy,Drama,Science Fiction,0,0,0,0
2013,The Mortal Instruments: City of Bones,37,62,90,Action,Adventure,Drama,Mystery,Romance,Fantasy,0
2013,Blood Ties,10,60,2,Thriller,Crime,Drama,0,0,0,0
2013,Drinking Buddies,16,60,0,Romance,Drama,0,0,0,0,0
2013,Banshee Chapter,15,57,0,Horror,Thriller,0,0,0,0,0
2013,One Direction: This Is Us,25,80,0,Documentary,Music,0,0,0,0,0
2013,Getaway,7,49,10,Action,Crime,0,0,0,0,0
2013,Of Horses and Men,17,69,0,Drama,Romance,Comedy,0,0,0,0
2013,Rush,4,77,90,Drama,Action,0,0,0,0,0
2013,Riddick,7,62,98,Science Fiction,Action,Thriller,0,0,0,0
2013,Antarctica: A Year on Ice,25,72,0,Drama,Adventure,Documentary,0,0,0,0
2013,Bad Words,9,64,7,Comedy,0,0,0,0,0,0
2013,Space Pirate Captain Harlock,28,65,17,Animation,Science Fiction,0,0,0,0,0
2013,Dallas Buyers Club,18,79,55,Drama,History,0,0,0,0,0
2013,Begin Again,11,73,63,Comedy,Music,Romance,Drama,0,0,0
2013,Oculus,6,63,44,Horror,0,0,0,0,0,0
2013,All Is Bright,13,53,0,Comedy,Drama,0,0,0,0,0
2013,Machete Kills,13,53,15,Action,Crime,Thriller,0,0,0,0
2013,Insidious: Chapter 2,20,65,0,Horror,Thriller,0,0,0,0,0
2013,Treading Water,14,56,0,Drama,Comedy,0,0,0,0,0
2013,Plush,5,54,0,Thriller,0,0,0,0,0,0
2013,My Lucky Star,13,43,0,Comedy,Romance,0,0,0,0,0
2013,Prisoners,9,79,122,Drama,Thriller,Crime,0,0,0,0
2013,Enough Said,11,66,25,Comedy,Drama,Romance,0,0,0,0
2013,The Lunchbox,12,73,4,Drama,Romance,0,0,0,0,0
2013,A True Story,12,68,0,Comedy,0,0,0,0,0,0
2013,Nebraska,8,74,17,Drama,Adventure,0,0,0,0,0
2013,Battle of the Year,18,59,16,Music,Drama,0,0,0,0,0
2013,Runner Runner,13,55,62,Crime,Thriller,Drama,0,0,0,0
2013,Metallica: Through the Never,28,67,7,Music,0,0,0,0,0,0
2013,Cloudy with a Chance of Meatballs 2,35,64,248,Animation,Family,Comedy,0,0,0,0
2013,Gravity,7,73,716,Science Fiction,Thriller,Drama,0,0,0,0
2013,Baggage Claim,13,56,22,Comedy,0,0,0,0,0,0
2013,Nurse 3-D,9,49,10,Horror,Thriller,0,0,0,0,0
2013,The Dirties,11,60,0,Drama,0,0,0,0,0,0
2013,Grace Unplugged,15,60,0,Drama,Music,0,0,0,0,0
2013,R100,4,54,0,Comedy,Drama,0,0,0,0,0
2013,Inside Llewyn Davis,19,72,32,Drama,Music,0,0,0,0,0
2013,Escape Plan,11,67,122,Action,Thriller,0,0,0,0,0
2013,Delivery Man,12,62,51,Comedy,0,0,0,0,0,0
2013,Captain Phillips,16,76,95,Action,Drama,Thriller,0,0,0,0
2013,The Fifth Estate,16,57,8,Drama,Thriller,0,0,0,0,0
2013,Escape from Tomorrow,20,48,0,Horror,Fantasy,0,0,0,0,0
2013,Signed, Sealed, Delivered,25,70,0,Comedy,Drama,Romance,TV Movie,0,0,0
2013,The Young and Prodigious T.S. Spivet,36,67,9,Adventure,Drama,Family,0,0,0,0
2013,Carrie,6,58,82,Drama,Horror,0,0,0,0,0
2013,Guten Tag, Ramón,17,81,0,Drama,0,0,0,0,0,0
2013,All Is Lost,11,66,6,Action,Adventure,Drama,0,0,0,0
2013,12 Years a Slave,16,79,187,Drama,History,0,0,0,0,0
2013,Bad Grandpa,11,60,151,Comedy,0,0,0,0,0,0
2013,Ender's Game,12,66,125,Science Fiction,Action,Adventure,0,0,0,0
2013,The Counselor,13,50,71,Thriller,Crime,Drama,0,0,0,0
2013,Ida,3,71,10,Drama,0,0,0,0,0,0
2013,The Blade of Don Juan,21,0,0,Drama,Comedy,0,0,0,0,0
2013,Thor: The Dark World,20,68,644,Action,Adventure,Fantasy,0,0,0,0
2013,Free Birds,10,57,110,Animation,Comedy,Family,0,0,0,0
2013,Last Vegas,10,64,134,Comedy,0,0,0,0,0,0
2013,Philomena,9,74,100,Drama,0,0,0,0,0,0
2013,The Book Thief,14,74,76,Drama,0,0,0,0,0,0
2013,Echo Dr.,8,50,0,Thriller,Action,Drama,Science Fiction,0,0,0
2013,The Hunger Games: Catching Fire,31,74,847,Adventure,Action,Science Fiction,0,0,0,0
2013,The Best Man Holiday,20,67,71,Comedy,0,0,0,0,0,0
2013,Dom Hemingway,13,58,0,Comedy,Crime,Drama,0,0,0,0
2013,Saving Mr. Banks,16,73,112,Comedy,Drama,History,0,0,0,0
2013,The Image Revolution,20,57,0,Documentary,0,0,0,0,0,0
2013,Faith Connections,17,42,0,Documentary,Drama,0,0,0,0,0
2013,The Christmas Candle,20,58,0,Drama,Family,0,0,0,0,0
2013,Homefront,9,64,43,Action,Thriller,0,0,0,0,0
2013,Frozen,6,73,1274,Animation,Adventure,Family,0,0,0,0
2013,Black Nativity,14,58,7,Drama,Music,0,0,0,0,0
2013,Closer to the Moon,18,64,0,Comedy,Drama,0,0,0,0,0
2013,Zulu,4,67,0,Crime,Drama,Thriller,0,0,0,0
2013,The Adventurer: The Curse of the Midas Box,42,51,0,Fantasy,Adventure,Family,0,0,0,0
2013,Born Of War,11,41,0,Action,Thriller,War,0,0,0,0
2013,Out of the Furnace,18,65,15,Thriller,Drama,Crime,0,0,0,0
2013,Mandela: Long Walk to Freedom,29,65,27,Drama,History,0,0,0,0,0
2013,47 Ronin,8,59,150,Drama,Action,Adventure,Fantasy,0,0,0
2013,The Hobbit: The Desolation of Smaug,35,76,958,Adventure,Fantasy,0,0,0,0,0
2013,Firestorm,9,59,0,Action,Crime,0,0,0,0,0
2013,American Hustle,15,68,251,Drama,Crime,0,0,0,0,0
2013,A Madea Christmas,17,70,0,Comedy,Drama,0,0,0,0,0
2013,Walking With Dinosaurs,22,52,126,Animation,Family,Adventure,0,0,0,0
2013,The Secret Life of Walter Mitty,31,70,188,Adventure,Comedy,Drama,Fantasy,0,0,0
2013,Her,3,79,47,Romance,Science Fiction,Drama,0,0,0,0
2013,Anchorman 2: The Legend Continues,33,60,173,Comedy,0,0,0,0,0,0
2013,Thunder and the House of Magic,30,63,0,Family,Fantasy,Animation,Adventure,0,0,0
2013,Lone Survivor,13,74,149,Action,Drama,Thriller,War,0,0,0
2013,The Wolf of Wall Street,23,79,392,Crime,Drama,Comedy,0,0,0,0
2013,Grudge Match,12,60,44,Comedy,0,0,0,0,0,0
2013,The Railway Man,15,67,22,Drama,History,0,0,0,0,0
2013,August: Osage County,20,69,74,Comedy,Drama,0,0,0,0,0
2013,Labor Day,9,67,20,Drama,0,0,0,0,0,0
2013,In the Name of the King III,27,33,0,Action,Adventure,Drama,Fantasy,0,0,0
2013,Against the Wild,16,49,0,Adventure,Family,0,0,0,0,0
2013,1982,4,50,0,Drama,0,0,0,0,0,0
2014,Paranormal Activity: The Marked Ones,36,52,86,Horror,Thriller,0,0,0,0,0
2014,Fort McCoy,10,63,0,War,Drama,History,0,0,0,0
2014,Lords of London,15,36,0,Crime,Mystery,Thriller,0,0,0,0
2014,Ride Along,10,61,153,Action,Comedy,0,0,0,0,0
2014,Devil's Due,11,44,36,Horror,0,0,0,0,0,0
2014,The Legend of Hercules,22,44,61,Action,Adventure,0,0,0,0,0
2014,House at the End of the Drive,29,0,0,Thriller,Horror,0,0,0,0,0
2014,Jack Ryan: Shadow Recruit,25,59,50,Action,Drama,Thriller,0,0,0,0
2014,The Nut Job,11,55,0,Animation,Comedy,Family,Adventure,0,0,0
2014,Wish I Was Here,15,64,5,Drama,Comedy,0,0,0,0,0
2014,The Skeleton Twins,18,67,5,Drama,0,0,0,0,0,0
2014,The Sleepwalker,15,41,0,Drama,0,0,0,0,0,0
2014,Song One,8,55,0,Drama,0,0,0,0,0,0
2014,Hits,4,49,0,Drama,Comedy,0,0,0,0,0
2014,I, Frankenstein,15,50,71,Horror,Thriller,0,0,0,0,0
2014,The Monuments Men,17,58,154,War,Drama,History,Action,0,0,0
2014,Dwegons,7,5,0,Animation,0,0,0,0,0,0
2014,Non-Stop,8,68,222,Action,Thriller,Mystery,0,0,0,0
2014,That Awkward Moment,19,61,26,Comedy,Romance,0,0,0,0,0
2014,RoboCop,7,57,242,Action,Science Fiction,0,0,0,0,0
2014,Forbidden Kingdom,17,49,0,Thriller,Adventure,Mystery,Fantasy,0,0,0
2014,The Lego Movie,14,75,469,Adventure,Animation,Comedy,Family,Fantasy,0,0
2014,Mr. Peabody & Sherman,21,67,272,Animation,Adventure,Family,0,0,0,0
2014,Endless Love,12,67,34,Drama,Romance,0,0,0,0,0
2014,Aloft,5,51,0,Drama,0,0,0,0,0,0
2014,Winter's Tale,13,60,30,Drama,Fantasy,Mystery,Romance,0,0,0
2014,About Last Night,16,60,49,Comedy,Romance,0,0,0,0,0
2014,3 Days to Kill,14,60,52,Action,Drama,Thriller,Crime,0,0,0
2014,Pompeii,7,52,117,Action,Adventure,History,Romance,Drama,0,0
2014,The Grand Budapest Hotel,24,80,174,Comedy,Drama,0,0,0,0,0
2014,The Perfect Wave,16,44,0,Romance,Adventure,Drama,0,0,0,0
2014,Son of God,10,59,67,Drama,0,0,0,0,0,0
2014,Wicked Blood,12,53,0,Action,Drama,Thriller,0,0,0,0
2014,300: Rise of an Empire,22,61,337,Action,War,0,0,0,0,0
2014,Elsa & Fred,11,62,0,Comedy,Family,Romance,0,0,0,0
2014,Love in the Time of Monsters,28,50,0,Horror,Comedy,0,0,0,0,0
2014,Born to Fly: Elizabeth Streb vs. Gravity,40,50,0,Documentary,0,0,0,0,0,0
2014,Butterfly Girl,14,0,0,Documentary,0,0,0,0,0,0
2014,Red Sky,7,41,0,Action,Thriller,0,0,0,0,0
2014,Need for Speed,14,61,203,Action,Crime,Drama,Thriller,0,0,0
2014,Under the Skin,14,60,5,Thriller,Science Fiction,Drama,0,0,0,0
2014,Divergent,9,69,288,Adventure,Action,Science Fiction,0,0,0,0
2014,The Signal,10,58,0,Thriller,Science Fiction,0,0,0,0,0
2014,Rio 2,5,63,500,Animation,Adventure,Comedy,Family,0,0,0
2014,Noah,4,56,362,Drama,Adventure,0,0,0,0,0
2014,Muppets Most Wanted,19,62,80,Comedy,Adventure,Crime,Family,0,0,0
2014,Captain America: The Winter Soldier,35,76,714,Action,Adventure,Science Fiction,0,0,0,0
2014,Moms' Night Out,15,55,10,Comedy,0,0,0,0,0,0
2014,Sabotage,8,55,17,Action,Drama,Thriller,Crime,0,0,0
2014,Locker 13,9,68,0,Horror,Drama,Thriller,0,0,0,0
2014,Something Wicked,16,46,0,Mystery,Thriller,0,0,0,0,0
2014,Dawn of the Crescent Moon,25,20,0,Thriller,Drama,Science Fiction,0,0,0,0
2014,Joe,3,65,2,Drama,0,0,0,0,0,0
2014,Draft Day,9,65,28,Drama,0,0,0,0,0,0
2014,Transcendence,13,59,103,Thriller,Science Fiction,Drama,Mystery,0,0,0
2014,The Other Woman,15,62,196,Comedy,Romance,0,0,0,0,0
2014,The Amazing Spider-Man 2,24,65,705,Action,Adventure,Fantasy,0,0,0,0
2014,Heaven is for Real,18,60,101,Drama,0,0,0,0,0,0
2014,A Fine Step,11,41,0,Drama,0,0,0,0,0,0
2014,A Haunted House 2,17,54,0,Comedy,Horror,0,0,0,0,0
2014,Ask Me Anything,15,55,0,Drama,Mystery,Thriller,0,0,0,0
2014,Swelter,7,46,0,Action,Drama,Thriller,0,0,0,0
2014,Brick Mansions,14,57,68,Action,Crime,Drama,0,0,0,0
2014,Blue Ruin,9,69,0,Crime,Thriller,0,0,0,0,0
2014,Food Chains,11,74,0,Documentary,0,0,0,0,0,0
2014,Plastic,7,61,0,Drama,Action,Comedy,Crime,0,0,0
2014,Barbecue,8,58,14,Comedy,0,0,0,0,0,0
2014,Futuro Beach,12,64,0,Drama,0,0,0,0,0,0
2014,Water & Power,13,30,0,Crime,Drama,0,0,0,0,0
2014,Neighbors,9,62,268,Comedy,0,0,0,0,0,0
2014,Palo Alto,9,64,0,Drama,0,0,0,0,0,0
2014,Million Dollar Arm,18,66,38,Drama,0,0,0,0,0,0
2014,Grace of Monaco,15,58,0,Romance,Drama,0,0,0,0,0
2014,X-Men: Days of Future Past,26,75,747,Action,Adventure,Fantasy,Science Fiction,0,0,0
2014,Animals,7,62,0,Drama,0,0,0,0,0,0
2014,The Fault in Our Stars,22,76,307,Romance,Drama,0,0,0,0,0
2014,The Blue Room,13,62,0,Drama,Crime,Thriller,0,0,0,0
2014,Coming Home,11,69,0,Drama,0,0,0,0,0,0
2014,The Homesman,12,64,3,Western,Drama,0,0,0,0,0
2014,Dragon Nest: Warriors' Dawn,27,68,0,Adventure,Family,Fantasy,Animation,0,0,0
2014,Blended,7,66,123,Comedy,0,0,0,0,0,0
2014,A Million Ways to Die in the West,33,58,0,Comedy,Western,0,0,0,0,0
2014,Drive Hard,10,39,0,Action,Comedy,Crime,0,0,0,0
2014,Edge of Tomorrow,16,76,370,Action,Science Fiction,0,0,0,0,0
2014,Maleficent,10,70,758,Fantasy,Adventure,Action,Family,Romance,0,0
2014,Doc Holliday's Revenge,22,32,0,Western,0,0,0,0,0,0
2014,Jersey Boys,11,68,67,Music,Drama,0,0,0,0,0
2014,Boyhood,7,75,44,Drama,0,0,0,0,0,0
2014,22 Jump Street,14,70,188,Crime,Comedy,Action,0,0,0,0
2014,Obvious Child,13,67,3,Comedy,Romance,0,0,0,0,0
2014,How to Train Your Dragon 2,26,76,609,Fantasy,Action,Adventure,Animation,Comedy,Family,0
2014,Dude Where's My Dog?,20,0,0,Family,0,0,0,0,0,0
2014,Fugly,5,53,0,Comedy,Drama,Thriller,0,0,0,0
2014,Earth to Echo,13,57,45,Family,Adventure,Science Fiction,0,0,0,0
2014,The Past Is a Grotesque Animal,30,55,0,Documentary,Music,0,0,0,0,0
2014,8 Days,6,0,0,Thriller,Drama,0,0,0,0,0
2014,Z Storm,7,58,0,Crime,Thriller,0,0,0,0,0
2014,United Passions,15,30,0,Drama,0,0,0,0,0,0
2014,Think Like a Man Too,20,64,70,Comedy,Romance,0,0,0,0,0
2014,Da Sweet Blood of Jesus,23,41,0,Thriller,Comedy,Romance,0,0,0,0
2014,Give Me Shelter,15,0,0,Documentary,0,0,0,0,0,0
2014,Transformers: Age of Extinction,31,58,1091,Science Fiction,Action,Adventure,0,0,0,0
2014,Happy Christmas,15,52,0,Comedy,Drama,0,0,0,0,0
2014,Dawn of the Planet of the Apes,30,73,710,Science Fiction,Action,Drama,Thriller,0,0,0
2014,They Came Together,18,53,0,Comedy,0,0,0,0,0,0
2014,Deliver Us from Evil,20,59,0,Thriller,Crime,Horror,0,0,0,0
2014,Tammy,5,50,100,Comedy,0,0,0,0,0,0
2014,Desert Dancer,13,65,0,Drama,0,0,0,0,0,0
2014,Ramanujan,9,50,0,Drama,History,0,0,0,0,0
2014,Perfect Cowboy,14,50,0,Drama,0,0,0,0,0,0
2014,Lucy,4,63,126,Action,Science Fiction,0,0,0,0,0
2014,The Purge: Anarchy,18,66,108,Horror,Thriller,0,0,0,0,0
2014,Sex Tape,8,53,126,Comedy,0,0,0,0,0,0
2014,I Origins,9,75,0,Science Fiction,Drama,0,0,0,0,0
2014,And So It Goes,14,57,25,Comedy,Drama,Romance,0,0,0,0
2014,Alpha and Omega: The Legend of the Saw Tooth Cave,49,65,0,Family,Animation,Comedy,Adventure,0,0,0
2014,Hercules,8,56,243,Action,Adventure,0,0,0,0,0
2014,A Most Wanted Man,17,65,31,Thriller,0,0,0,0,0,0
2014,Tiger Orange,12,64,0,Drama,0,0,0,0,0,0
2014,Guardians of the Galaxy,23,79,773,Action,Science Fiction,Adventure,0,0,0,0
2014,Get on Up,9,64,31,Drama,Music,0,0,0,0,0
2014,The Expendables 3,17,61,206,Action,Adventure,Thriller,0,0,0,0
2014,The Calling,11,56,0,Thriller,0,0,0,0,0,0
2014,The Hundred-Foot Journey,24,73,88,Drama,0,0,0,0,0,0
2014,Into the Storm,14,58,160,Action,Thriller,0,0,0,0,0
2014,Teenage Mutant Ninja Turtles,28,58,477,Science Fiction,Action,Adventure,Fantasy,Comedy,0,0
2014,Jungle Shuffle,14,65,0,Family,Animation,Adventure,0,0,0,0
2014,The Maid's Room,15,48,0,Thriller,0,0,0,0,0,0
2014,The Giver,9,64,66,Drama,Science Fiction,0,0,0,0,0
2014,Let's Be Cops,13,64,136,Comedy,0,0,0,0,0,0
2014,As Above, So Below,18,61,40,Horror,Thriller,0,0,0,0,0
2014,Henry & Me,10,30,0,Family,Animation,0,0,0,0,0
2014,Sin City: A Dame to Kill For,28,63,39,Crime,Thriller,0,0,0,0,0
2014,If I Stay,9,73,78,Drama,0,0,0,0,0,0
2014,Freedom,7,58,0,Drama,0,0,0,0,0,0
2014,When the Game Stands Tall,25,63,30,Drama,0,0,0,0,0,0
2014,The Prince,10,46,266,Thriller,Action,0,0,0,0,0
2014,Queen of the Mountains,22,0,0,Drama,Action,0,0,0,0,0
2014,The November Man,16,60,32,Crime,Action,Thriller,0,0,0,0
2014,Out of the Dark,15,46,0,Thriller,Horror,0,0,0,0,0
2014,Birdman,7,74,103,Drama,Comedy,0,0,0,0,0
2014,Wolves,6,57,0,Horror,Action,0,0,0,0,0
2014,H.,2,65,0,Thriller,Drama,Science Fiction,0,0,0,0
2014,Far from Men,12,66,0,Drama,War,0,0,0,0,0
2014,Before I Go to Sleep,20,62,15,Mystery,Thriller,0,0,0,0,0
2014,The Green Inferno,17,50,6,Action,Adventure,Horror,Thriller,0,0,0
2014,Housebound,10,65,0,Horror,Comedy,Thriller,0,0,0,0
2014,Stories of Our Lives,20,0,0,Drama,0,0,0,0,0,0
2014,Falcon Rising,13,55,0,Adventure,Action,0,0,0,0,0
2014,The Face of an Angel,20,47,0,Thriller,Drama,0,0,0,0,0
2014,Black or White,14,65,21,Drama,0,0,0,0,0,0
2014,Miss Julie,10,59,5,Drama,0,0,0,0,0,0
2014,Bang Bang Baby,14,66,0,Science Fiction,Drama,Music,0,0,0,0
2014,This Is Where I Leave You,25,65,41,Drama,Comedy,0,0,0,0,0
2014,The Maze Runner,15,70,348,Action,Mystery,Science Fiction,Thriller,0,0,0
2014,The Boxtrolls,13,66,108,Animation,Comedy,Family,Fantasy,0,0,0
2014,No Good Deed,12,56,53,Crime,Thriller,0,0,0,0,0
2014,Beyond the Lights,17,70,14,Romance,Drama,0,0,0,0,0
2014,American Heist,14,43,0,Action,0,0,0,0,0,0
2014,Dolphin Tale 2,14,67,52,Family,Drama,0,0,0,0,0
2014,Atlas Shrugged Part III: Who is John Galt?,42,39,0,Drama,Science Fiction,Mystery,0,0,0,0
2014,Archaeology of a Woman,22,0,0,Drama,0,0,0,0,0,0
2014,A Walk Among the Tombstones,27,62,53,Crime,Drama,Mystery,Thriller,0,0,0
2014,Tusk,4,51,1,Comedy,Horror,0,0,0,0,0
2014,Not Cool,8,37,0,Comedy,0,0,0,0,0,0
2014,The Equalizer,13,71,192,Thriller,Action,Crime,0,0,0,0
2014,Mutant World,12,26,1,Science Fiction,0,0,0,0,0,0
2014,The Book of Life,16,73,97,Romance,Animation,Adventure,Comedy,Family,Fantasy,0
2014,Gone Girl,9,79,369,Mystery,Thriller,Drama,0,0,0,0
2014,Dracula Untold,14,62,215,Horror,Action,Drama,Fantasy,War,0,0
2014,Annabelle,9,56,255,Horror,0,0,0,0,0,0
2014,Left Behind,11,37,19,Thriller,Action,Science Fiction,0,0,0,0
2014,Hidden Away,11,76,0,Romance,Drama,0,0,0,0,0
2014,The Judge,9,72,83,Drama,0,0,0,0,0,0
2014,Alexander and the Terrible, Horrible, No Good, Very Bad Day,59,61,100,Family,Comedy,0,0,0,0,0
2014,Trash,5,71,0,Adventure,Crime,Drama,Thriller,0,0,0
2014,St. Vincent,11,71,54,Comedy,0,0,0,0,0,0
2014,Kill the Messenger,18,66,2,Thriller,Crime,Drama,Mystery,0,0,0
2014,Automata,8,56,0,Thriller,Science Fiction,0,0,0,0,0
2014,Whiplash,8,83,13,Drama,0,0,0,0,0,0
2014,Addicted,8,54,0,Drama,Thriller,0,0,0,0,0
2014,Escobar: Paradise Lost,22,61,3,Thriller,Romance,0,0,0,0,0
2014,Fury,4,74,211,War,Drama,Action,0,0,0,0
2014,The Best of Me,14,72,35,Drama,Romance,0,0,0,0,0
2014,GirlHouse,9,52,0,Horror,Thriller,0,0,0,0,0
2014,Rudderless,10,74,0,Music,Drama,Comedy,0,0,0,0
2014,The Sound and the Shadow,24,0,0,Thriller,Comedy,Mystery,0,0,0,0
2014,American Beast,14,0,0,Horror,0,0,0,0,0,0
2014,Nightcrawler,12,76,38,Crime,Drama,Thriller,0,0,0,0
2014,Ouija,5,49,103,Horror,0,0,0,0,0,0
2014,Big Hero 6,10,78,652,Adventure,Family,Animation,Action,Comedy,0,0
2014,The Hadza:  Last of the First,29,0,0,Documentary,0,0,0,0,0,0
2014,Mr. Turner,10,63,5,History,Drama,0,0,0,0,0
2014,Kung Fu Jungle,14,65,0,Crime,Action,Thriller,0,0,0,0
2014,Fear Clinic,11,40,0,Horror,0,0,0,0,0,0
2014,The Last Five Years,19,55,0,Comedy,Drama,Music,Romance,0,0,0
2014,Interstellar,12,81,675,Adventure,Drama,Science Fiction,0,0,0,0
2014,Skin Trade,10,56,0,Thriller,Action,Drama,0,0,0,0
2014,Rosewater,9,65,0,Drama,0,0,0,0,0,0
2014,The Opposite Sex,16,41,0,Comedy,0,0,0,0,0,0
2014,Dumb and Dumber To,18,54,169,Comedy,0,0,0,0,0,0
2014,There's Always Woodstock,24,54,0,Romance,Comedy,Music,0,0,0,0
2014,The Imitation Game,18,80,233,History,Drama,Thriller,War,0,0,0
2014,Top Spin,8,68,0,Documentary,0,0,0,0,0,0
2014,The Hunger Games: Mockingjay - Part 1,37,66,752,Science Fiction,Adventure,Thriller,0,0,0,0
2014,Penguins of Madagascar,22,65,373,Family,Animation,Adventure,Comedy,0,0,0
2014,The Theory of Everything,24,78,123,Drama,Romance,0,0,0,0,0
2014,Horrible Bosses 2,17,61,107,Comedy,0,0,0,0,0,0
2014,Paddington,10,70,259,Family,Comedy,0,0,0,0,0
2014,Amidst the Devil's Wings,24,0,0,Drama,Action,Crime,0,0,0,0
2014,Exodus: Gods and Kings,22,56,268,Adventure,Drama,Action,0,0,0,0
2014,Dying of the Light,18,45,0,Thriller,Drama,0,0,0,0,0
2014,Wild,4,70,52,Drama,0,0,0,0,0,0
2014,Still Alice,11,75,43,Drama,0,0,0,0,0,0
2014,The Hobbit: The Battle of the Five Armies,41,71,956,Action,Adventure,Fantasy,0,0,0,0
2014,American Sniper,15,74,542,War,Action,0,0,0,0,0
2014,Top Five,8,63,25,Drama,Comedy,0,0,0,0,0
2014,Seventh Son,11,52,114,Adventure,Fantasy,0,0,0,0,0
2014,Taken 3,7,61,325,Thriller,Action,0,0,0,0,0
2014,The Bélier Family,18,70,0,Comedy,Drama,Music,0,0,0,0
2014,Night at the Museum: Secret of the Tomb,39,61,349,Adventure,Comedy,Fantasy,Family,0,0,0
2014,Annie,5,60,133,Comedy,Drama,Family,0,0,0,0
2014,Let's Kill Ward's Wife,22,55,0,Comedy,0,0,0,0,0,0
2014,Big Eyes,8,68,28,Drama,0,0,0,0,0,0
2014,Unbroken,8,73,163,Drama,War,0,0,0,0,0
2014,The Water Diviner,17,68,15,War,Drama,0,0,0,0,0
2014,The Interview,13,61,12,Action,Comedy,0,0,0,0,0
2014,The Gambler,11,57,39,Thriller,Crime,Drama,0,0,0,0
2014,Selma,5,74,66,History,Drama,0,0,0,0,0
2014,Into the Woods,14,56,212,Fantasy,Comedy,Music,0,0,0,0
2014,Inherent Vice,13,65,11,Comedy,Romance,Crime,Drama,Mystery,0,0
2014,A Most Violent Year,19,65,12,Crime,Drama,Thriller,0,0,0,0
2015,Horse Camp,10,55,0,Family,Drama,0,0,0,0,0
2015,Blackhat,8,51,17,Crime,Drama,Mystery,0,0,0,0
2015,Wild Card,9,54,0,Thriller,Crime,Drama,0,0,0,0
2015,Backmask,8,47,0,Thriller,Horror,0,0,0,0,0
2015,Mortdecai,9,54,30,Comedy,Adventure,0,0,0,0,0
2015,Ex Machina,10,76,36,Drama,Science Fiction,0,0,0,0,0
2015,The Boy Next Door,17,41,52,Thriller,0,0,0,0,0,0
2015,Censored Voices,15,51,0,History,Documentary,0,0,0,0,0
2015,The Lazarus Effect,18,51,64,Thriller,Horror,0,0,0,0,0
2015,Project Almanac,15,64,32,Science Fiction,Thriller,0,0,0,0,0
2015,Jupiter Ascending,17,52,183,Science Fiction,Fantasy,Action,Adventure,0,0,0
2015,It Follows,10,66,14,Horror,Thriller,0,0,0,0,0
2015,The SpongeBob Movie: Sponge Out of Water,40,58,311,Animation,Adventure,Comedy,Family,0,0,0
2015,Bizarre,7,62,0,Drama,Romance,0,0,0,0,0
2015,The Second Mother,17,78,0,Drama,0,0,0,0,0,0
2015,Counting,8,83,0,Documentary,0,0,0,0,0,0
2015,Accidental Love,15,39,0,Romance,Comedy,0,0,0,0,0
2015,Fifty Shades of Grey,20,52,571,Drama,Romance,Thriller,0,0,0,0
2015,Demonic,7,49,3,Thriller,Horror,0,0,0,0,0
2015,The Lovers,10,48,0,Action,Adventure,Science Fiction,Romance,0,0,0
2015,The Gunman,10,55,13,Action,Drama,Crime,0,0,0,0
2015,Dragon Blade,12,59,121,Action,Drama,Adventure,0,0,0,0
2015,The DUFF,8,68,43,Romance,Comedy,0,0,0,0,0
2015,McFarland, USA,14,74,45,Drama,0,0,0,0,0,0
2015,Hot Tub Time Machine 2,22,50,12,Comedy,0,0,0,0,0,0
2015,Focus,5,67,153,Romance,Comedy,Crime,Drama,0,0,0
2015,The Second Best Exotic Marigold Hotel,37,63,85,Drama,Comedy,0,0,0,0,0
2015,The Timber,10,41,0,Adventure,Drama,Western,0,0,0,0
2015,Into the Grizzly Maze,21,51,0,Action,Horror,Thriller,0,0,0,0
2015,Chappie,7,66,104,Crime,Action,Science Fiction,0,0,0,0
2015,Unfinished Business,19,50,14,Comedy,0,0,0,0,0,0
2015,Road Hard,9,66,0,Comedy,0,0,0,0,0,0
2015,Teeth and Blood,15,30,0,Horror,0,0,0,0,0,0
2015,Subconscious,12,34,0,Action,Thriller,Mystery,0,0,0,0
2015,Run All Night,13,63,71,Action,Crime,Drama,Mystery,Thriller,0,0
2015,Cinderella,10,67,543,Romance,Fantasy,Family,Drama,0,0,0
2015,Walter,6,53,0,Drama,Comedy,0,0,0,0,0
2015,To Write Love on Her Arms,25,68,0,Drama,Music,0,0,0,0,0
2015,Child 44,8,61,3,Crime,Thriller,0,0,0,0,0
2015,Broken Horses,13,50,0,Thriller,Mystery,Drama,Crime,0,0,0
2015,Insurgent,9,62,295,Adventure,Science Fiction,Thriller,0,0,0,0
2015,Home,4,68,368,Fantasy,Comedy,Animation,Science Fiction,Family,0,0
2015,Danny Collins,13,66,10,Comedy,Drama,Music,0,0,0,0
